Mã học viên,Ngày tháng năm sinh,Ngày đăng ký,Khóa học,Người đăng ký,Học phí,Thời lượng,Kết quả sau khi học,Điểm test đầu vào,Khuyến mãi (khoá tiếp theo)),"Số kỹ năng học viên muốn đăng ký(nghe, nói, đọc, viết)",Điểm test đầu ra,Mã giảng viên,Đánh giá giảng viên,Họ và tên giảng viên,Giới tính,Ngày sinh gv,Địa chỉ(quê quán gv),Số điện thoại gv,Quốc tịch giáo viên,Số kỹ năng khoá học
HV615,2014-06-26,2021-02-15,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,8.0,15%,3,3.6,GV06,2.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,2
HV616,1992-04-04,2021-11-25,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,6.3,,3,8.6,GV05,3.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,3
HV616,1992-04-04,2020-10-21,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,4.8,5%,3,8.7,GV06,3.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,4
HV616,1992-04-04,2020-12-28,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,6.0,15%,4,8.1,GV01,4.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,4
HV617,2003-12-06,2021-07-06,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,3.8,8%,3,8.5,GV03,5.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,3
HV617,2003-12-06,2020-06-05,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,5.1,15%,4,8.7,GV04,5.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV617,2003-12-06,2023-01-10,IELTS Intensive,Bản thân,10000000,25 buổi,Không đạt,4.9,15%,2,6.4,GV02,3.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,4
HV618,2001-06-16,2023-09-06,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,4.1,8%,2,8.2,GV01,3.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,4
HV618,2001-06-16,2023-10-18,Tiếng anh giao tiếp,Bạn bè,7200000,24 buổi,Đạt,5.7,8%,2,8.6,GV02,3.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
HV618,2001-06-16,2020-12-23,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,5.4,15%,4,8.3,GV04,5.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV619,1992-10-21,2021-12-25,Ôn luyện THPTQG,Bản thân,1000000,tháng,Không đạt,4.5,,2,5.1,GV08,2.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,3
HV620,1996-03-24,2020-06-15,Pre_IELTS,Bản thân,10000000,24 buổi,Đạt,6.3,5%,4,8.5,GV08,3.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,4
HV620,1996-03-24,2022-02-07,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,5.3,,2,8.7,GV06,4.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,4
HV620,1996-03-24,2023-05-02,B1,Bản thân,1000000,tháng,Đạt,3.4,15%,2,8.4,GV01,3.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,3
HV621,2014-03-28,2020-10-23,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,6.1,8%,2,4.4,GV02,2.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,2
HV622,2015-11-18,2020-06-16,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,5.5,5%,3,5.7,GV04,1.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,2
HV623,1998-11-12,2022-03-25,IELTS Foundation,Bạn bè,10000000,25 buổi,Không đạt,5.3,8%,4,4.4,GV06,1.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,4
HV624,2015-11-07,2023-06-08,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,4.2,8%,3,5.1,GV06,2.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,2
HV625,2000-07-19,2021-10-16,Pre_IELTS,Bạn bè,10000000,24 buổi,Đạt,3.4,15%,3,8.8,GV08,3.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,4
HV625,2000-07-19,2020-05-10,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,6.9,15%,4,8.5,GV08,5.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,4
HV625,2000-07-19,2022-03-28,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,7.3,15%,2,8.3,GV06,5.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,3
HV626,1998-03-06,2023-12-05,Pre_IELTS,Bản thân,10000000,24 buổi,Đạt,5.7,15%,3,8.5,GV08,4.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,4
HV626,1998-03-06,2023-02-13,Thuyết trình,Bạn bè,3400000,24 buổi,Đạt,4.1,8%,4,8.7,GV08,4.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,3
HV626,1998-03-06,2020-11-12,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,4.6,15%,4,8.7,GV02,5.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
HV627,2003-05-18,2022-11-23,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,3.4,15%,4,8.3,GV03,4.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,3
HV627,2003-05-18,2022-06-26,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,6.9,15%,4,8.8,GV04,4.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,4
HV627,2003-05-18,2020-07-25,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,5.1,15%,3,8.4,GV07,5.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,3
HV628,2005-02-25,2022-01-05,B1,Bản thân,1000000,tháng,Đạt,6.6,8%,4,8.4,GV01,4.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,3
HV628,2005-02-25,2023-10-02,Pre_IELTS,Bản thân,10000000,24 buổi,Đạt,4.0,8%,2,8.1,GV06,4.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,4
HV629,1996-03-13,2023-07-20,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,4.9,15%,3,8.3,GV02,5.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,4
HV629,1996-03-13,2023-02-03,B1,Bản thân,1000000,tháng,Đạt,6.5,15%,3,8.6,GV01,4.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,3
HV629,1996-03-13,2020-08-28,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,5.0,15%,3,8.4,GV07,4.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,4
HV630,2001-11-18,2021-03-26,IELTS Intensive,Bản thân,10000000,25 buổi,,6.2,5%,3,,GV09,3.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,4
HV631,1991-07-23,2021-10-26,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,4.7,8%,2,8.3,GV09,4.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,4
HV631,1991-07-23,2023-06-27,Ôn luyện THPTQG,Bạn bè,1000000,tháng,Đạt,7.2,15%,2,8.4,GV04,4.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV631,1991-07-23,2022-07-05,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,4.1,8%,2,8.4,GV08,4.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,4
HV632,1991-06-22,2023-09-18,IELTS Foundation,Bản thân,10000000,25 buổi,,6.7,,2,,GV09,1.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,4
HV633,2003-02-08,2022-07-27,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Không đạt,5.7,,2,6.5,GV02,1.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
HV634,2007-06-03,2022-03-11,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,6.0,15%,3,8.5,GV05,1.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,2
HV634,2007-06-03,2023-02-02,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Không đạt,4.3,,3,5.2,GV07,4.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,3
HV635,1995-08-20,2023-02-05,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Không đạt,5.5,15%,4,5.1,GV04,4.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV635,1995-08-20,2023-01-18,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,7.1,15%,4,8.3,GV08,5.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,4
HV635,1995-08-20,2022-09-11,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,4.0,15%,4,8.7,GV07,4.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,3
HV636,1991-08-14,2021-12-22,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,5.1,15%,2,8.6,GV05,3.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,3
HV636,1991-08-14,2022-01-04,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,5.2,8%,2,8.5,GV03,4.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,4
HV636,1991-08-14,2023-02-04,B1,Bản thân,1000000,tháng,Đạt,6.9,,4,8.7,GV08,4.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,3
HV637,2013-01-16,2021-05-26,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,5.7,15%,3,4.4,GV01,2.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,2
HV638,2010-12-08,2022-11-07,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Đạt,6.4,8%,3,8.7,GV08,4.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,3
HV638,2010-12-08,2021-04-18,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,3.7,15%,4,8.5,GV08,5.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,2
HV639,1991-02-09,2023-11-25,Ôn luyện THPTQG,Bạn bè,1000000,tháng,Không đạt,4.6,,4,5.3,GV06,4.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,3
HV639,1991-02-09,2022-06-18,B1,Bạn bè,1000000,tháng,Đạt,3.9,15%,4,8.4,GV02,4.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
HV639,1991-02-09,2022-09-22,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,3.7,5%,4,8.3,GV08,4.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,4
HV640,2004-12-05,2021-08-20,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,3.5,15%,3,8.2,GV01,4.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,3
HV640,2004-12-05,2022-05-05,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,5.5,15%,2,8.6,GV02,2.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,4
HV640,2004-12-05,2023-09-08,Pre_IELTS,Bản thân,10000000,24 buổi,Đạt,4.4,15%,3,8.4,GV07,4.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,4
HV641,1998-03-05,2023-08-07,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,5.7,8%,3,8.6,GV04,5.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,4
HV641,1998-03-05,2020-09-19,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,6.6,15%,4,8.4,GV05,3.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,3
HV642,2003-10-19,2020-11-20,B1,Bản thân,1000000,tháng,Đạt,5.2,5%,4,8.7,GV07,4.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,3
HV642,2003-10-19,2023-07-13,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,5.7,15%,3,8.3,GV01,4.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,4
HV643,1991-10-25,2020-05-21,Pre_IELTS,Bạn bè,10000000,24 buổi,Không đạt,6.9,,3,4.2,GV05,3.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,4
HV644,2014-11-04,2023-02-16,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,6.4,5%,2,5.6,GV08,1.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,2
HV645,1992-09-09,2021-06-17,IELTS Intensive,Bạn bè,10000000,25 buổi,Đạt,5.6,15%,2,8.5,GV09,4.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,4
HV645,1992-09-09,2021-11-08,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,5.6,8%,4,8.5,GV05,5.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,3
HV646,2008-08-02,2022-07-20,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Đạt,4.8,8%,2,8.7,GV06,5.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,3
HV646,2008-08-02,2023-12-22,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,5.6,8%,3,8.5,GV05,5.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,2
HV647,1993-06-27,2020-09-04,B1,Bản thân,1000000,tháng,Đạt,5.9,15%,2,8.7,GV01,3.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,3
HV647,1993-06-27,2023-05-08,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,5.1,8%,2,9.0,GV03,3.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,4
HV648,2002-01-12,2020-12-26,Pre_IELTS,Bản thân,10000000,24 buổi,Không đạt,6.4,8%,3,5.1,GV07,3.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,4
HV649,2002-01-07,2020-05-22,Pre_IELTS,Bạn bè,10000000,24 buổi,Không đạt,3.9,,4,3.5,GV05,2.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,4
HV650,2011-02-01,2023-01-28,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,6.1,5%,2,8.8,GV09,1.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,2
HV651,1999-01-03,2020-11-27,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,5.4,15%,2,8.7,GV08,5.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,4
HV651,1999-01-03,2021-04-25,Ôn luyện THPTQG,Bạn bè,1000000,tháng,Không đạt,5.1,15%,4,3.9,GV09,,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV652,2012-04-01,2021-12-05,English for Kids,Cha mẹ,3200000,24 buổi,Đạt,4.0,8%,4,8.6,GV09,2.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,2
HV653,2003-05-01,2022-04-18,IELTS Intensive,Bản thân,10000000,25 buổi,Không đạt,5.2,,3,3.8,GV04,1.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,4
HV654,1997-01-02,2020-11-10,Tiếng anh giao tiếp,Bạn bè,7200000,24 buổi,Đạt,5.7,15%,2,8.2,GV09,3.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV654,1997-01-02,2022-07-12,B1,Bản thân,1000000,tháng,Đạt,4.4,15%,3,8.7,GV07,4.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,3
HV655,2005-05-05,2021-12-01,Pre_IELTS,Bạn bè,10000000,24 buổi,Không đạt,6.2,5%,4,3.8,GV05,2.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,4
HV656,1992-10-21,2022-01-01,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,5.3,15%,3,8.5,GV06,5.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,3
HV656,1992-10-21,2022-07-12,Pre_IELTS,Bản thân,10000000,24 buổi,Không đạt,4.8,15%,3,3.5,GV06,4.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,4
HV657,1990-06-28,2021-11-23,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,3.0,15%,3,8.6,GV01,5.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,3
HV657,1990-06-28,2020-06-13,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,5.3,15%,4,8.7,GV06,4.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,4
HV657,1990-06-28,2020-09-04,B1,Bản thân,1000000,tháng,Đạt,5.1,,3,8.3,GV09,5.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV658,2004-05-06,2023-02-23,B1,Bản thân,1000000,tháng,Đạt,4.2,8%,2,8.9,GV08,4.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,3
HV658,2004-05-06,2022-02-28,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,5.7,15%,2,8.6,GV09,3.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV658,2004-05-06,2021-08-05,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,5.0,8%,3,8.7,GV06,4.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,4
HV659,2001-03-27,2020-11-26,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,5.9,15%,2,8.6,GV08,3.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,4
HV659,2001-03-27,2023-02-07,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,5.3,15%,3,8.5,GV06,4.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,3
HV660,2011-10-02,2023-12-21,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Không đạt,4.8,8%,4,4.0,GV03,1.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,3
